gene_id,fd713184-4bb4-4e1b-a3b8-636273ee6ccc,a6a841ae-f63f-45ab-9a17-2288e12a9577,d94a4acc-1345-4cdb-b1e0-0b9c1afc593c,f1eb1ef7-fe25-4dd8-abed-9d9c298d72fb,32dd8db9-1e43-497e-a35a-664d7d15ed60,f6108b9b-e02f-4608-bec3-bcc0112d05b4,fbd81adc-aa56-4cde-b1f2-e749e2cbf653,525e9185-ed15-403d-8987-93c50e4b89a1
ENSG00000021776.11,2759,2110,1170,1271,2730,1403,2086,1072
ENSG00000021826.17,549,41,53,69,163,331,9,96
ENSG00000021852.13,8,20,27,4,43,55,4,3
ENSG00000022267.19,2142,1348,1772,521,957,1298,572,1326
ENSG00000022277.13,2519,1875,2308,1967,3621,2563,3052,1417
ENSG00000022355.18,1,0,0,1,0,0,0,1
ENSG00000022556.16,1283,1417,186,129,52,2279,664,276
ENSG00000022567.10,2499,2492,1065,973,1538,928,1465,707
ENSG00000022840.16,4244,4016,8421,5845,10160,4829,8062,3749
ENSG00000022976.15,579,194,275,673,546,522,454,113
ENSG00000023041.11,1269,1401,1246,1785,1949,1189,1685,817
ENSG00000023171.18,292,1368,155,169,319,232,65,258
ENSG00000023191.17,5304,5643,5593,8901,10041,6739,15464,3546
ENSG00000023228.14,4861,3039,2775,1963,3387,1354,3426,1803
ENSG00000023287.13,8995,1699,1599,1599,3590,2119,2193,2040
ENSG00000023318.8,2069,3276,2913,2234,6745,2490,2961,1773
ENSG00000023330.15,2288,4310,7405,1461,3377,1970,3330,1511
ENSG00000023445.16,5735,1825,3175,2743,13802,3738,5122,644
ENSG00000023516.9,4858,2375,957,1056,2466,1219,1912,1548
ENSG00000023572.10,1103,432,620,509,845,609,911,255
ENSG00000023608.5,406,150,327,428,1141,395,272,128
ENSG00000023697.13,906,1465,1089,1280,1714,2690,2141,573
ENSG00000023734.11,1811,3235,2110,2254,8065,3821,3853,2741
ENSG00000023839.12,65,244,34,133,38,70,44,15
ENSG00000023892.11,1060,1193,1832,2470,1471,2437,1101,405
ENSG00000023902.14,1208,869,1604,3039,3750,3681,715,1702
ENSG00000023909.10,1174,527,1681,835,2177,1499,718,552
ENSG00000024048.11,4807,2520,1813,1560,2743,1833,2692,1218
ENSG00000024422.12,1483,6604,7399,6737,8080,4999,13394,6788
ENSG00000024526.17,114,90,118,255,236,191,28,142
ENSG00000024862.18,694,749,1513,1012,1182,702,1423,337
ENSG00000025039.15,804,1185,539,809,1595,740,1226,421
ENSG00000025156.13,638,299,490,530,551,417,382,286
ENSG00000025293.17,4732,1540,887,1022,3285,1509,1635,1423
ENSG00000025423.11,943,205,931,86,941,180,1431,267
ENSG00000025434.19,901,615,1358,711,1281,1272,1226,337
ENSG00000025708.14,2199,2445,5019,8066,19156,9444,7191,1979
ENSG00000025770.19,1208,1026,1840,2519,3562,2383,1964,661
ENSG00000025772.8,860,1451,959,1490,2091,2769,1673,1042
ENSG00000025796.14,3354,3161,5749,2637,5646,2800,5959,2928
ENSG00000025800.14,4435,3173,2819,3086,5704,2099,3037,2296
ENSG00000026025.16,17926,8942,19733,15537,48283,29805,8253,20540
ENSG00000026036.22,182,35,62,223,115,232,217,14
ENSG00000026103.22,759,972,906,826,2198,999,535,516
ENSG00000026297.16,1155,1107,1219,1957,1486,2557,1180,582
ENSG00000026508.20,9223,8723,15346,10768,39736,14975,5492,7959
ENSG00000026559.14,10,5,3,4,27,8,1,2
ENSG00000026652.15,614,284,256,789,769,628,779,351
ENSG00000026751.17,1096,998,2384,4563,2416,1281,239,850
ENSG00000026950.17,2590,3125,2988,4308,2656,2439,1887,809
ENSG00000027001.10,1003,496,454,568,583,591,1407,457
ENSG00000027075.15,2681,1016,1364,1836,1582,1213,850,778
ENSG00000027644.5,3,1,2,9,8,8,2,31
ENSG00000027697.15,5278,3641,7418,2982,11728,3745,3100,1641
ENSG00000027847.14,1212,915,1268,1067,2675,1726,2479,757
ENSG00000027869.12,140,151,397,587,402,317,83,187
ENSG00000028116.18,920,318,247,338,665,602,365,343
ENSG00000028137.19,1967,3716,2987,2563,7341,2782,925,2039
ENSG00000028203.18,5144,1286,2687,3568,5776,3941,4530,2279
ENSG00000028277.21,255,388,543,577,828,588,68,327
ENSG00000028310.18,1683,1056,1365,3036,2485,2198,3426,932
ENSG00000028528.15,3616,4096,3489,3531,6160,3057,6309,2208
ENSG00000028839.10,356,295,369,336,537,329,295,200
ENSG00000029153.14,518,1395,211,784,2467,2095,559,523
ENSG00000029363.17,6034,3731,3854,2767,6155,3077,4040,2410
ENSG00000029364.12,7892,3794,2348,2882,5550,2638,3019,2649
ENSG00000029534.21,122,72,41,40,1272,37,33,15
ENSG00000029559.7,83,9,1,36,85,245,1,1395
ENSG00000029639.11,284,278,392,306,487,266,254,141
ENSG00000029725.17,2026,870,759,748,1520,858,1575,1002
ENSG00000029993.15,3587,828,4991,8692,11583,6695,10751,7742
ENSG00000030066.13,3199,1815,1622,1278,3234,1320,2635,1545
ENSG00000030110.13,677,1690,586,805,1471,782,1243,564
ENSG00000030304.14,198,46,41,11,6,19,4,4
ENSG00000030419.16,3184,794,445,1603,1356,693,1291,378
ENSG00000030582.18,14297,34337,45028,25221,28684,24627,20360,13383
ENSG00000031003.10,1456,1033,777,498,2441,831,1490,564
ENSG00000031081.11,2669,1582,2437,559,2679,2022,665,1483
ENSG00000031691.7,233,167,96,179,232,224,116,100
ENSG00000031698.13,4940,2729,8496,4436,5903,4682,6346,2996
ENSG00000031823.14,1497,1350,2069,2369,3610,2201,3488,1084
ENSG00000032219.19,2866,1129,930,812,2164,801,1094,508
ENSG00000032389.13,835,860,882,1319,1119,1594,1177,557
ENSG00000032444.17,1445,2068,2876,3402,3668,3967,2733,1373
ENSG00000032742.18,894,352,384,458,479,616,839,336
ENSG00000033011.13,1306,1080,1409,397,1002,772,1710,547
ENSG00000033030.15,1219,711,569,1056,1918,936,1528,438
ENSG00000033050.9,436,302,554,1058,855,677,978,363
ENSG00000033100.16,2785,2294,3587,4635,6256,3885,4566,3335
ENSG00000033122.21,48,7,11,34,46,14,30,15
ENSG00000033170.17,2037,2601,3379,3670,3102,3876,5447,1455
ENSG00000033178.13,3224,1710,1085,2181,4171,2406,2158,1033
ENSG00000033327.13,1965,1775,2390,1095,1941,1109,3034,1476
ENSG00000033627.17,1852,3794,2437,3390,5518,3034,4913,1279
ENSG00000033800.14,1608,1409,684,1052,1617,836,1342,670
ENSG00000033867.16,3076,443,444,713,2607,687,732,821
ENSG00000034053.14,1332,50,688,1437,490,1854,429,463
ENSG00000034152.19,1479,2953,3314,1687,3578,2383,4887,1565
ENSG00000034239.11,836,58,133,437,675,1001,98,18
ENSG00000034510.6,24460,35260,53547,68124,46691,123399,52764,21800
ENSG00000034533.12,461,259,236,282,493,265,259,116
ENSG00000034677.13,10657,1960,2903,3617,8439,3630,10798,2569
ENSG00000034693.15,624,313,279,294,485,315,227,200
ENSG00000034713.8,1953,2468,4334,2048,2856,2292,7487,2485
ENSG00000034971.17,36,4,11,6,3,4,1,5
ENSG00000035115.22,3118,1220,2020,1377,3656,1919,6133,476
ENSG00000035141.8,910,1135,1080,1916,1658,3116,2883,1081
ENSG00000035403.18,8270,11545,9488,3839,14797,6310,4173,9432
ENSG00000035499.13,80,251,74,262,211,183,66,126
ENSG00000035664.11,1261,324,272,1400,880,386,1429,245
ENSG00000035681.9,1725,931,814,1023,2484,1437,1373,934
ENSG00000035687.10,3509,1886,1604,2022,3156,1539,4055,1149
ENSG00000035720.8,215,20,110,93,144,131,20,13
ENSG00000035862.12,3784,8807,6401,9019,24965,14057,3046,24285
ENSG00000035928.16,2490,1508,1602,1322,4160,1517,2293,1252
ENSG00000036054.13,2611,1274,1027,1004,2422,982,1426,833
ENSG00000036257.13,2672,2101,1506,906,3403,1085,2875,1304
ENSG00000036448.10,38,40,71,8,104,85,159,9
ENSG00000036473.8,14,2,7,2,1,2,0,0
ENSG00000036530.9,101,10,56,144,158,49,46,32
ENSG00000036549.13,2762,1050,888,940,1862,1407,1238,835
ENSG00000036565.15,14,6,6,4,4,3,0,2
ENSG00000036672.16,210,41,88,171,400,328,42,266
ENSG00000036828.17,16,57,5853,3,8,6,3,0
ENSG00000037042.9,229,281,710,2076,846,1234,1288,317
ENSG00000037241.7,319,318,737,391,1110,512,1026,242
ENSG00000037280.16,1279,513,836,399,1349,1322,753,946
ENSG00000037474.15,3217,2293,1386,3714,3716,2839,5334,1860
ENSG00000037637.11,1625,974,945,1011,1975,1097,1246,860
ENSG00000037749.12,1760,732,317,198,1326,257,480,709
ENSG00000037757.14,425,164,354,422,571,347,759,125
ENSG00000037897.17,367,286,719,481,1121,3254,822,378
ENSG00000037965.6,91,30,9,6,14,3,0,98
ENSG00000038002.9,1086,1214,1313,874,1323,997,1629,747
ENSG00000038210.14,1781,1573,1028,1265,2833,873,1505,936
ENSG00000038219.13,4498,2364,1908,1246,4123,1810,2502,1519
ENSG00000038274.17,3111,3650,3442,1722,7008,2123,5497,1377
ENSG00000038295.8,309,47,71,47,285,164,13,305
ENSG00000038358.15,1682,1502,1777,1313,2067,1322,3833,1244
ENSG00000038382.20,11551,2669,2012,8739,10335,7716,10399,4865
ENSG00000038427.16,19482,1243,2022,5836,33322,10093,3600,49403
ENSG00000038532.16,2016,1968,3410,1553,1837,1721,4043,949
ENSG00000038945.15,3098,3548,509,1290,4256,3044,180,1789
ENSG00000039068.19,24892,21756,20574,16580,28049,36771,28148,19312
ENSG00000039123.16,3348,1823,1653,993,3952,1191,3453,1084
ENSG00000039139.9,8961,239,319,1249,4031,2958,11137,672
ENSG00000039319.17,2424,1021,647,480,2406,592,1886,882
ENSG00000039523.20,556,1889,2244,989,2673,2937,2983,1778
ENSG00000039537.14,978,84,303,85,556,246,61,3
ENSG00000039560.14,9622,1940,2766,4503,6214,8521,16096,4695
ENSG00000039600.11,23,49,11,6,34,18,13,11
ENSG00000039650.12,1007,835,1580,2601,1967,2025,2096,620
ENSG00000039987.7,0,0,0,1,3,0,1,0
ENSG00000040199.18,845,314,400,481,582,377,547,391
ENSG00000040275.17,365,409,305,390,538,325,225,299
ENSG00000040341.18,4010,827,1396,1154,2233,1103,3570,1305
ENSG00000040487.13,364,568,754,1114,978,1029,775,494
ENSG00000040531.16,577,428,766,844,694,1285,1287,707
ENSG00000040608.14,183,446,329,508,990,219,471,81
ENSG00000040633.13,840,879,1691,1465,1560,1474,3571,916
ENSG00000040731.10,4,17,7,2,0,1,2,2
ENSG00000040933.16,3014,908,1101,1895,2375,1432,1752,1002
ENSG00000041353.10,1961,3265,506,1257,1541,2277,3795,276
ENSG00000041357.16,1918,2679,2711,3888,6199,3450,3637,1894
ENSG00000041515.16,66,14,28,31,248,14,6,23
ENSG00000041802.11,2237,1515,1170,1235,2455,1225,1415,722
ENSG00000041880.14,693,1199,2193,1450,4887,1777,1475,388
ENSG00000041982.16,8278,970,3928,14305,313193,13381,29306,8399
ENSG00000041988.15,329,206,655,649,775,515,620,263
ENSG00000042062.13,102,18,48,220,111,345,45,47
ENSG00000042088.14,1217,412,303,329,604,842,201,213
ENSG00000042286.15,347,768,1250,722,1622,827,1760,581
ENSG00000042304.12,0,0,0,0,0,0,0,2
ENSG00000042317.17,590,187,400,503,674,504,276,165
ENSG00000042429.12,392,74,131,223,228,388,462,126
ENSG00000042445.14,2517,6327,3750,2080,3777,2478,4722,2105
ENSG00000042493.16,3858,14881,8071,8504,10519,16331,8573,4554
ENSG00000042753.12,1423,2026,3328,3476,3211,3483,2681,1495
ENSG00000042781.14,41,8,1,2,16,13,6,2
ENSG00000042813.8,9,0,0,1,9,2,1,0
ENSG00000042832.12,75,13,19,42,79,33,8,60
ENSG00000042980.13,1753,3315,860,1579,4549,1224,5396,415
ENSG00000043039.7,517,85,11,620,918,344,53,293
ENSG00000043093.15,2516,1036,1071,834,2441,784,1207,657
ENSG00000043143.20,2783,3243,2958,1665,6217,1588,10356,778
ENSG00000043355.12,17,207,0,133,5,5,2,1
ENSG00000043462.13,688,1444,1544,2025,3332,2034,334,974
ENSG00000043514.17,1002,429,584,1048,1047,836,927,386
ENSG00000043591.6,344,74,161,117,71,74,173,37
ENSG00000044012.4,0,2,0,0,0,0,0,0
ENSG00000044090.10,1651,1089,2101,2149,2132,3166,2836,1373
ENSG00000044115.21,13771,20991,17818,14172,40148,14602,50521,9710
ENSG00000044446.12,939,580,545,830,1211,949,620,379
ENSG00000044459.15,400,163,159,193,526,242,69,146
ENSG00000044524.11,816,103,53,39,235,92,69,71
ENSG00000044574.8,15671,21653,34128,23317,101913,28438,41564,24386
ENSG00000046604.13,4777,10294,3187,7766,6493,6878,11118,2687
ENSG00000046647.13,420,419,392,595,945,601,478,383
ENSG00000046651.15,1982,1190,1118,2151,3350,2286,1407,628
ENSG00000046653.15,525,141,277,190,649,198,117,400
ENSG00000046774.10,0,0,0,123,0,47,1,10
ENSG00000046889.19,1561,239,269,97,586,167,120,403
ENSG00000047056.16,1147,1556,1064,943,1186,908,1312,520
ENSG00000047188.16,1773,772,1022,1063,2655,1133,2521,516
ENSG00000047230.15,1526,844,814,1122,1477,1334,840,720
ENSG00000047249.18,2973,1478,1648,1329,2680,1751,2996,1356
ENSG00000047315.17,4128,3360,2675,2288,5847,2887,4407,1749
ENSG00000047346.12,3405,1252,781,1813,3966,1308,2729,601
ENSG00000047365.12,2082,1608,1101,1543,2999,1062,1363,473
ENSG00000047410.14,15067,4445,5932,4629,8241,4687,8503,2816
ENSG00000047457.14,9335,3750,1936,5483,69979,12333,30597,4311
ENSG00000047578.13,2479,1507,1411,1062,1734,1648,2756,593
ENSG00000047579.20,743,485,922,622,921,915,1149,433
ENSG00000047597.7,621,763,163,12,229,18,106,200
ENSG00000047617.15,149,23,47,24,50,30,14,5
ENSG00000047621.12,829,518,392,555,921,904,597,438
ENSG00000047634.15,441,262,203,361,1285,354,399,140
ENSG00000047644.19,3411,2151,5415,2835,6086,2566,3100,2696
ENSG00000047648.23,541,236,157,82,305,198,109,118
ENSG00000047662.5,31,5,15,26,24,25,37,18
ENSG00000047849.21,6566,8461,11618,7371,18430,10554,9453,10134
ENSG00000047932.14,1815,1110,1239,1274,1755,1342,914,967
ENSG00000047936.11,6788,1497,11482,1121,7328,2953,19826,337
ENSG00000048028.11,3158,446,1049,1351,1491,1373,1267,752
ENSG00000048052.22,1353,420,292,325,430,294,57,139
ENSG00000048140.18,1734,1694,1681,2742,4489,2241,4774,1064
ENSG00000048162.21,387,299,601,388,667,388,1191,214
ENSG00000048342.17,2184,398,625,572,1578,1097,507,527
ENSG00000048392.12,4316,1254,2601,939,5246,1053,4200,1547
ENSG00000048405.10,2099,884,505,656,1819,691,824,631
ENSG00000048462.11,187,5,549,282,131,142,13,44
ENSG00000048471.14,2946,1379,1638,695,2163,970,1066,1039
ENSG00000048540.15,7757,1065,6507,2654,6552,8785,23077,285
ENSG00000048544.6,1989,1686,1179,942,1720,1384,1606,1300
ENSG00000048545.16,1,0,0,1,2,1,0,0
ENSG00000048649.13,3805,1335,1643,1858,3206,2024,2721,2059
ENSG00000048707.15,10151,6120,2419,1739,5133,2187,2741,2035
ENSG00000048740.18,3192,2010,4399,2905,3694,2554,7466,1192
ENSG00000048828.17,10369,11226,6126,6289,20233,5923,9950,3603
ENSG00000048991.16,872,860,920,1138,2029,883,882,877
ENSG00000049089.15,3561,156,923,2895,906,1238,1618,286
ENSG00000049130.16,4207,2091,11244,3294,4809,2121,4936,650
ENSG00000049167.15,699,266,365,214,778,302,604,221
ENSG00000049192.15,189,76,20,82,229,100,60,169
ENSG00000049239.13,6975,4792,5309,4395,11671,5274,4169,3557
ENSG00000049245.13,3613,5634,2876,2935,7847,3581,4279,2732
ENSG00000049246.14,2092,1645,601,839,3078,857,1779,401
ENSG00000049247.14,4,5,14,16,8,8,7,4
ENSG00000049249.9,171,106,330,300,825,535,25,385
ENSG00000049283.18,122,857,140,725,586,440,1594,360
ENSG00000049323.16,7207,1016,1780,962,8994,4164,1318,6871
ENSG00000049449.10,1632,444,2097,2325,4597,4652,1436,1857
ENSG00000049540.18,6592,1553,5133,1212,5849,3865,2920,5286
ENSG00000049541.11,895,581,939,1416,1491,1521,1028,563
ENSG00000049618.24,4399,3116,3369,2523,4670,2654,2706,2010
ENSG00000049656.14,12896,4469,8852,11085,16286,7352,19936,5522
ENSG00000049759.19,5975,2766,2640,2184,4704,2207,12369,1953
ENSG00000049768.16,39,139,636,290,340,577,49,293
ENSG00000049769.14,105,38,84,148,212,143,141,65
ENSG00000049860.14,4157,5552,4884,2449,11730,4677,5094,2981
ENSG00000049883.15,324,222,281,224,722,283,754,158
ENSG00000050030.16,237,15,139,12,2262,32,439,35
ENSG00000050130.18,2992,1168,1265,1515,3192,1732,1789,745
ENSG00000050165.18,4283,1281,1777,2196,7699,7078,1158,7133
ENSG00000050327.15,600,774,484,1072,1061,825,1047,211
ENSG00000050344.9,711,550,846,613,5376,666,697,532
ENSG00000050393.11,1619,1479,1876,710,1341,919,2791,905
ENSG00000050405.13,4941,7687,3446,2380,8585,3029,3981,3874
ENSG00000050426.16,1419,1543,3063,1723,3083,1635,3397,724
ENSG00000050438.17,1003,100,165,349,701,520,131,60
ENSG00000050555.19,225,313,1589,187,866,878,504,280
ENSG00000050628.20,95,6,33,66,104,40,2,217
ENSG00000050730.16,70,62,70,151,153,66,57,60
ENSG00000050748.18,2868,1740,1491,1105,4360,1705,3624,959
ENSG00000050767.17,127,17,198,51,136,59,31,40
ENSG00000050820.17,2399,5002,3743,2882,4291,3957,7282,3009
ENSG00000051009.11,1112,1530,1032,2106,1960,2069,2909,658
ENSG00000051108.15,10923,4139,14258,6272,18327,4640,8575,3868
ENSG00000051128.19,277,124,401,1014,604,683,640,225
ENSG00000051180.17,107,240,80,337,187,254,87,119
ENSG00000051341.14,293,201,56,373,162,205,35,66
ENSG00000051382.9,4230,2789,1310,940,2013,1456,936,988
ENSG00000051523.11,2541,7778,13856,6553,5890,5879,9357,2691
ENSG00000051596.10,265,202,392,199,308,257,473,133
ENSG00000051620.11,1934,2561,2736,2806,2486,1890,911,1013
ENSG00000051825.15,1424,257,239,352,762,349,316,334
ENSG00000052126.14,4057,1708,2013,866,1807,3650,2122,621
ENSG00000052344.16,3445,10445,8655,8248,11537,7614,8863,1621
ENSG00000052723.12,2183,622,931,1156,1301,1187,1177,741
ENSG00000052749.14,2400,1151,1832,1920,1806,1770,3038,1460
ENSG00000052795.13,7275,4026,2969,1900,7849,1284,4841,2338
ENSG00000052802.13,1568,2816,2074,3836,20688,1762,4529,1082
ENSG00000052841.15,6405,2358,3291,2912,4215,3184,4641,1700
ENSG00000052850.8,22,2,2,6,3,5,2,4
ENSG00000053108.17,1013,23,35,633,50,327,38,236
ENSG00000053254.16,4610,1946,1246,1131,4564,1454,732,1635
ENSG00000053328.8,53,4,15,10,31,9,3,83
ENSG00000053371.12,1739,1883,1892,1135,1889,1335,1360,1025
ENSG00000053372.5,1287,920,1160,1396,1805,1716,1422,1105
ENSG00000053438.11,105,36,15,25,31,44,67,14
ENSG00000053501.13,362,298,1092,645,1017,704,985,288
ENSG00000053524.12,92,31,57,81,195,59,24,16
ENSG00000053702.15,89,74,183,96,199,170,150,125
ENSG00000053747.17,3303,11855,1865,775,1722,2502,2159,886
ENSG00000053770.12,2693,1209,1067,1213,2607,1150,1439,757
ENSG00000053900.11,1391,592,825,1488,1600,1671,1762,415
ENSG00000053918.18,581,2132,2808,345,3821,796,3624,267
ENSG00000054116.12,2096,1500,2322,2622,4223,2122,2076,1134
ENSG00000054118.15,7909,5807,4159,6183,10138,5446,7101,3674
ENSG00000054148.18,1276,847,1369,1659,6548,1729,3911,637
ENSG00000054179.12,36,835,86,46,460,127,89,7
ENSG00000054219.11,524,1096,519,526,600,566,74,293
ENSG00000054267.22,5839,1732,1804,1525,4016,1631,3032,1236
ENSG00000054277.14,121,76,91,217,173,231,51,67
ENSG00000054282.16,2191,672,1722,872,1763,1326,1808,515
ENSG00000054356.14,27,4,4,54,117,190,0,59
ENSG00000054392.13,607,391,741,404,735,749,707,252
ENSG00000054523.18,6468,2468,1639,2163,6376,1771,1983,1825
ENSG00000054598.9,308,430,248,596,581,409,353,591
ENSG00000054611.14,894,1262,1687,2227,3433,2425,2565,774
ENSG00000054654.19,24234,6848,3712,5074,10596,4132,3723,1678
ENSG00000054690.14,400,941,72,394,400,482,82,117
ENSG00000054793.14,13330,5433,3971,2309,7380,6040,4654,3722
ENSG00000054803.4,52,5,27,2,19,11,0,257
ENSG00000054938.16,72,18,213,39,92,131,42,1493
ENSG00000054965.11,2745,1093,2544,1919,3650,2500,2210,3043
ENSG00000054967.13,312,222,248,362,774,489,198,283
ENSG00000054983.17,2651,2540,1871,1310,2988,1946,1454,763
ENSG00000055044.11,1754,1044,2141,1526,2842,1258,1931,730
ENSG00000055070.17,1891,3411,4186,3588,6497,3936,4045,3042
ENSG00000055118.16,65,57,131,750,250,227,516,585
ENSG00000055130.17,2847,1784,1835,2701,3560,2642,2858,1538
ENSG00000055147.19,1167,617,640,461,1271,507,1148,596
ENSG00000055163.20,961,1075,4758,1607,4102,1054,2494,539
ENSG00000055208.19,2962,3272,3019,2888,5431,2000,2093,2219
ENSG00000055211.14,1531,1192,1381,1405,2722,1539,1001,1223
ENSG00000055332.18,6731,3380,1888,2558,4218,3601,2831,2178
ENSG00000055483.19,1620,1903,1646,2717,5286,2324,3282,1351
ENSG00000055609.19,11370,3922,3068,3420,5968,2725,3704,2233
ENSG00000055732.13,58,69,205,625,240,592,203,25
ENSG00000055813.6,307,34,39,10,44,16,102,23
ENSG00000055917.16,7761,4829,3083,3753,7834,5348,7094,3247
ENSG00000055950.16,1147,1089,1575,1410,1797,1464,2383,728
ENSG00000055955.17,9,1,10,17,10,15,33,1
ENSG00000055957.11,11,18,4,4,1,10,0,0
ENSG00000056050.7,335,303,685,441,1262,684,659,341
ENSG00000056097.16,5238,2570,2810,2457,5378,2244,3355,2297
ENSG00000056277.16,378,130,253,193,464,255,323,106
ENSG00000056291.17,0,0,6,63,3,1,7,0
ENSG00000056487.16,6,0,1,17,5,1,6,2
ENSG00000056558.11,512,540,1084,1881,2341,1638,643,340
ENSG00000056586.16,4575,2372,690,1670,4673,1568,1536,1432
ENSG00000056736.10,164,509,340,169,267,188,265,211
ENSG00000056972.20,768,1371,2032,801,1938,822,1544,556
ENSG00000056998.20,230,192,135,133,474,299,683,466
ENSG00000057019.16,3330,1235,3376,5913,17008,16046,3643,1951
ENSG00000057149.16,1334,6,7,289,314,143,67,2
ENSG00000057252.13,7395,3514,3774,2217,5332,2812,2883,1749
ENSG00000057294.15,1161,3818,118,105,381,314,66,277
ENSG00000057468.7,21,2,2,3,4,8,6,2
ENSG00000057593.14,2,0,2,9,12,5,1,9
ENSG00000057608.17,10251,8142,7944,7133,12938,8214,9384,6268
ENSG00000057657.17,1715,622,2072,1479,2755,1431,743,953
ENSG00000057663.16,1500,1479,1256,1136,1731,1056,1784,697
ENSG00000057704.13,1087,455,291,223,808,738,140,234
ENSG00000057757.10,1669,1605,1694,1469,2984,1592,2017,1024
ENSG00000057935.14,1558,1060,1600,1700,1403,2226,2678,736
ENSG00000058056.9,2247,498,1325,956,710,1087,354,480
ENSG00000058063.16,5166,4842,1476,1723,5333,1505,1670,1306
ENSG00000058085.15,3175,8667,1879,12867,12189,37545,5072,2237
ENSG00000058091.17,1377,347,771,682,4112,467,500,1396
ENSG00000058262.10,12785,11693,27622,14645,25356,16706,17306,10448
ENSG00000058272.19,4429,1423,1763,2042,4160,2200,2012,1892
ENSG00000058335.16,216,542,1894,772,110,560,228,25
ENSG00000058404.20,36,1,12,16,19,40,8,57
ENSG00000058453.17,1567,532,1611,2811,2153,2014,1886,298
ENSG00000058600.16,2079,1124,1698,896,2074,1110,2729,674
ENSG00000058668.15,5361,6050,12043,5802,11955,7417,13864,5437
ENSG00000058673.17,34,4,3,14,7,6,16,2
ENSG00000058729.11,928,632,667,407,1853,484,1511,405
ENSG00000058799.15,1163,852,1226,1628,2692,1575,1632,841
ENSG00000058804.12,1717,673,542,1004,1405,855,697,874
ENSG00000058866.15,189,153,83,127,226,146,50,80
ENSG00000059122.17,1036,760,2711,1403,2856,2520,3078,548
ENSG00000059145.19,574,465,553,571,924,685,1202,256
ENSG00000059377.18,1014,1818,906,806,1767,1034,719,872
ENSG00000059378.13,2528,2781,1006,3418,2788,3246,1638,1279
ENSG00000059573.9,4969,4065,2891,2012,4645,2976,3806,3871
ENSG00000059588.10,4340,870,808,2197,1408,2781,3163,579
ENSG00000059691.12,501,357,703,588,950,714,854,330
ENSG00000059728.11,1193,2525,637,1240,2106,1092,787,765
ENSG00000059758.8,3076,615,832,1002,2788,898,1134,893
ENSG00000059769.20,330,227,200,253,892,319,477,200
ENSG00000059804.16,2528,1577,1948,1123,5605,3989,2505,1874
ENSG00000059915.17,165,43,883,215,182,220,124,200
ENSG00000060069.17,1320,845,974,963,1364,1005,1891,623
ENSG00000060138.13,2260,4322,8645,4906,10550,8876,14856,3892
ENSG00000060140.9,137,1258,143,611,262,943,411,33
ENSG00000060237.18,12862,8669,10663,7240,13960,16864,22506,5285
ENSG00000060303.5,0,1,0,1,2,0,0,0
ENSG00000060339.14,2873,1916,2785,2145,3933,2280,3545,1725
ENSG00000060491.16,2100,1998,2170,3160,3880,3794,3799,744
ENSG00000060558.4,673,460,954,1816,1858,1831,1686,400
ENSG00000060566.14,1,67,4,1,1,3,0,0
ENSG00000060642.11,581,510,538,574,1535,707,1048,370
ENSG00000060656.20,4902,2771,3426,2243,8412,4040,7457,1555
ENSG00000060688.13,1517,971,1013,1178,2133,1051,968,854
ENSG00000060709.15,41,5,1,17,146,11,130,105
ENSG00000060718.22,1218,31,59,1149,14121,1371,17,22615
ENSG00000060749.16,2153,1279,834,1040,2644,1145,776,807
ENSG00000060762.19,887,714,1219,1081,1109,672,2349,537
ENSG00000060971.19,1201,1993,2235,1368,2206,1816,3666,605
ENSG00000060982.15,2389,8658,5472,490,2314,6818,1011,2689
ENSG00000061273.18,2349,3155,4425,5142,5710,6979,7275,2215
ENSG00000061337.15,327,103,841,205,1440,835,97,1058
ENSG00000061455.11,283,178,166,173,655,443,360,395
ENSG00000061656.10,294,156,419,1135,1116,1537,346,189
ENSG00000061676.15,9254,8522,6506,4810,13954,3737,9031,4988
ENSG00000061794.13,1510,3669,1825,1438,2628,2012,2242,1068
ENSG00000061918.14,904,207,361,611,1970,650,713,501
ENSG00000061936.10,1726,1611,1096,1775,2746,1694,2629,670
ENSG00000061938.20,1341,3000,1907,4339,3328,3649,3237,698
ENSG00000061987.16,5016,1470,1257,1455,3345,1254,1692,949
